mdl,idx,plot_label,group_vars,gr_var,direct_var,model,model_data,test_data,in_AIC,in_AICc,in_BIC,in_R2,in_RMSE,in_nRMSEq,in_nRMSEd,out_R2,out_RMSE,in_spear,out_spear,in_cover,out_cover,in_AUC,out_AUC,gr_rej
1,11,dmskw_11_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2020-11-29'),model_dat_daily %>% filter(coll_date > '2020-11-29' & coll_date <= '2020-12-13'),-844.0060793376845,-843.834405517942,-830.1169966429985,0.23270797171335844,0.040402352265798615,0.8502477491110134,0.379424027360473,-0.16074327729709847,0.06715275867254798,0.526333803188615,-0.53,0.19327731092436976,0.7142857142857143,0.7892391304347826,0.7111111111111111,FALSE
1,12,dmskw_12_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2020-12-13'),model_dat_daily %>% filter(coll_date > '2020-12-13' & coll_date <= '2020-12-27'),-870.2851554942398,-870.0412530552154,-852.638010056683,0.2184814717667406,0.0421915183989578,0.8811917422625157,0.38291597077351053,-1.0353050289205408,0.09061274268802207,0.49251025640947316,0.327,0.1984126984126984,0.7142857142857143,0.7802073210236475,0.6458333333333334,FALSE
1,13,dmskw_13_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2020-12-27'),model_dat_daily %>% filter(coll_date > '2020-12-27' & coll_date <= '2021-01-10'),-888.2197055590633,-887.988936328294,-870.3022240151548,0.17854775570502623,0.044720581888995775,0.9764518228968763,0.4086822297782214,-0.15970662170908412,0.14200017342926777,0.49526283692018186,-0.253,0.22180451127819548,0.7857142857142857,0.7723045626271433,0.8787878787878788,FALSE
1,14,dmskw_14_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-01-10'),model_dat_daily %>% filter(coll_date > '2021-01-10' & coll_date <= '2021-01-24'),-835.2117753672902,-834.9927972651004,-817.037827351444,0.12384161374711367,0.0534908175210368,1.138606535621823,0.48595578089456964,-4.723022776932003,0.05252982536528484,0.44180218269043703,-0.613,0.2571428571428571,1,0.7658793067004861,NA,FALSE
1,15,dmskw_15_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-01-24'),model_dat_daily %>% filter(coll_date > '2021-01-24' & coll_date <= '2021-02-07'),-880.755200467291,-880.5468671339577,-862.3373016305976,0.11704928488410993,0.05319300746411799,1.0559266685611413,0.4759547138608983,-1.2283682372204199,0.04426273977488348,0.4673049366262447,-0.429,0.23809523809523808,1,0.7582596009036144,0.5416666666666666,FALSE
1,16,dmskw_16_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-02-07'),model_dat_daily %>% filter(coll_date > '2021-02-07' & coll_date <= '2021-02-21'),-928.515644638204,-928.3169691415152,-909.8651457233361,0.12273097462367788,0.05273357701110276,1.0160776038167878,0.45404835994110715,-0.23611319020555843,0.030617233355053345,0.4986401408584429,-0.332,0.24675324675324675,1,0.7694940476190476,0.8461538461538461,FALSE
1,17,dmskw_17_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-02-21'),model_dat_daily %>% filter(coll_date > '2021-02-21' & coll_date <= '2021-03-07'),-980.718106357381,-980.5282329396595,-961.8453486296589,0.13205548558694613,0.05195794248949091,0.9632244065638627,0.43735314672724845,-0.5629492497688471,0.022030064460644157,0.5197015478483896,-0.002,0.2453416149068323,1,0.7827087442472058,0.6923076923076923,FALSE
1,18,dmskw_18_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-03-07'),model_dat_daily %>% filter(coll_date > '2021-03-07' & coll_date <= '2021-03-21'),-1035.6249002541574,-1035.4430820723394,-1016.5393444543424,0.13093645210316007,0.05105111117990961,0.9651146765314889,0.44270434590652646,-9.078092611756235,0.0344237278641603,0.5180154718984797,0.78,0.23511904761904762,1,0.7931785967399008,0.9583333333333333,FALSE
1,19,dmskw_19_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-03-21'),model_dat_daily %>% filter(coll_date > '2021-03-21' & coll_date <= '2021-04-04'),-1087.9246159315423,-1087.750197326891,-1068.634950159125,0.12144441222498958,0.0504182397158886,1.0111133580900717,0.4464839911451074,-0.7107852038305134,0.0258051392986381,0.47571725200836185,-0.842,0.2342857142857143,1,0.7628695709052852,1,FALSE
1,20,dmskw_20_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-04-04'),model_dat_daily %>% filter(coll_date > '2021-04-04' & coll_date <= '2021-04-18'),-1142.5094295314798,-1142.3418317661167,-1123.023660193296,0.11856103875669388,0.04968481720110327,1.010005787688941,0.4548654315352852,-0.20164902302529542,0.018100209697216083,0.45007534507155567,0.578,0.2445054945054945,1,0.746108890503876,0.6060606060606061,FALSE
1,21,dmskw_21_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-04-18'),model_dat_daily %>% filter(coll_date > '2021-04-18' & coll_date <= '2021-05-02'),-1199.2323832344105,-1199.0710929118297,-1179.5579122563124,0.12089954199086228,0.048876808068022706,1.0100875455063398,0.45672418427153866,-1.257467199548115,0.022416945746411496,0.4585255881544574,-0.727,0.23544973544973544,1,0.7496847414880202,NA,FALSE
1,22,dmskw_22_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-05-02'),model_dat_daily %>% filter(coll_date > '2021-05-02' & coll_date <= '2021-05-16'),-1255.3844893937064,-1255.2290489791988,-1235.5281801947542,0.12983165062353097,0.04817334777848697,0.9690111994755704,0.4554013896963578,-1.4236111318511928,0.027412565325251638,0.48374844928268046,-0.279,0.22193877551020408,1,0.7642717688402968,NA,FALSE
1,23,dmskw_23_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-05-16'),model_dat_daily %>% filter(coll_date > '2021-05-16' & coll_date <= '2021-05-30'),-1310.4493477815217,-1310.2993477815216,-1290.4175819835134,0.15151790218851013,0.047591187058373306,0.9235321073324186,0.4341300833180409,-0.21295644773652622,0.02663522309450364,0.5137199825443739,0.28,0.21182266009852216,1,0.7777737270628265,NA,FALSE
1,24,dmskw_24_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-05-30'),model_dat_daily %>% filter(coll_date > '2021-05-30' & coll_date <= '2021-06-13'),-1366.1950319783543,-1366.0501044421226,-1345.9937584219674,0.19416220578528864,0.04701606382168989,0.8680364946298832,0.4258120062794346,0.12069758827226629,0.0491159328339876,0.5516637158992361,0.23,0.2119047619047619,0.8571428571428571,0.7912364672364672,0.875,FALSE
1,25,dmskw_25_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-06-13'),model_dat_daily %>% filter(coll_date > '2021-06-13' & coll_date <= '2021-06-27'),-1408.9535376657145,-1408.7568163542392,-1384.515270461112,0.20845993133513596,0.047076479358677814,0.8503637283454001,0.422708875379779,-4.077961010868986,0.08291112699828698,0.5614361265060933,0.046,0.2119815668202765,0.7142857142857143,0.7951444665767097,0.5909090909090909,FALSE
1,26,dmskw_26_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-06-27'),model_dat_daily %>% filter(coll_date > '2021-06-27' & coll_date <= '2021-07-11'),-1445.8219916564024,-1445.6315154659262,-1421.1932322619127,0.18170692104619812,0.04755007056212493,0.855004665194396,0.4224112342088152,-0.6448169106907786,0.07669584267917999,0.5434003834386295,-0.082,0.20758928571428573,0.625,0.7932056451612903,0.4,FALSE
1,27,dmskw_27_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-07-11'),model_dat_daily %>% filter(coll_date > '2021-07-11' & coll_date <= '2021-07-25'),-1460.8117612737258,-1460.6246788683807,-1436.07680441664,0.17488896714802127,0.04812932068003224,0.8631673049239206,0.420035150988186,-4.949894529083272,0.08499805795211382,0.5272982673396559,-0.442,0.20833333333333334,0.7142857142857143,0.7838402487610534,NA,FALSE
1,28,dmskw_28_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-07-25'),model_dat_daily %>% filter(coll_date > '2021-07-25' & coll_date <= '2021-08-08'),-1487.9740358127312,-1487.79261032677,-1463.0576396445067,0.210484860903275,0.04906273014583848,0.8448182333459083,0.40687510139654137,-0.692825349678994,0.02970344531281544,0.5285345012447853,-0.226,0.19787234042553192,1,0.7910367661772999,NA,FALSE
1,29,dmskw_29_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-08-08'),model_dat_daily %>% filter(coll_date > '2021-08-08' & coll_date <= '2021-08-22'),-1542.160974223698,-1541.9848735947674,-1517.0684647833982,0.22670539182925198,0.04858323678391122,0.8140899222272266,0.39580531557877474,-13.631106413189679,0.04405618226883378,0.5582943298434717,0.297,0.2128099173553719,1,0.8043277533642255,0.6153846153846154,FALSE
1,30,dmskw_30_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-08-22'),model_dat_daily %>% filter(coll_date > '2021-08-22' & coll_date <= '2021-09-05'),-1592.1228800221918,-1591.9518005924565,-1566.859279560044,0.21592415165141088,0.04833962439567589,0.8310175514905841,0.3992285210081353,-11.084108019655003,0.03761331006599962,0.5685466931315885,0.411,0.1927710843373494,1,0.8117257065427798,0.9583333333333333,FALSE
1,31,dmskw_31_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-09-05'),model_dat_daily %>% filter(coll_date > '2021-09-05' & coll_date <= '2021-09-19'),-1644.226677554097,-1644.0603409204336,-1618.79672980386,0.20711399867913383,0.04800993079054748,0.8540520213288767,0.39845688731260176,-0.7023413116864199,0.06686011298248766,0.5680610300066182,-0.358,0.185546875,0.8571428571428571,0.8149530000610389,0.7916666666666666,FALSE
1,32,dmskw_32_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-09-19'),model_dat_daily %>% filter(coll_date > '2021-09-19' & coll_date <= '2021-10-03'),-1678.3399760450213,-1678.1781263340388,-1652.7481687685959,0.1880983676645971,0.04852260133508998,0.8621076592109768,0.40199905356029075,-31.84818335456483,0.05296231677199779,0.5366547618857312,0.266,0.20152091254752852,1,0.7933798866527874,1,FALSE
1,33,dmskw_33_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-10-03'),model_dat_daily %>% filter(coll_date > '2021-10-03' & coll_date <= '2021-10-17'),-1722.9993753464437,-1722.8417768473819,-1697.2499605090939,0.16820066944692003,0.04853745862767773,0.8746077473196973,0.4043201338572496,-4.2045190248796835,0.039666195357022954,0.49497200875680514,0.16,0.21296296296296297,1,0.770778730703259,0.673469387755102,FALSE
1,34,dmskw_34_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-10-17'),model_dat_daily %>% filter(coll_date > '2021-10-17' & coll_date <= '2021-10-31'),-1773.6622848041227,-1773.5087199046711,-1747.7592966836391,0.15795552005750824,0.04828921218402548,0.8926094111446713,0.4044814622342564,-2.019796762946594,0.035890270349354624,0.4721283101143899,0.288,0.2148014440433213,1,0.7698490300375469,0.6666666666666666,FALSE
1,35,dmskw_35_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-10-31'),model_dat_daily %>% filter(coll_date > '2021-10-31' & coll_date <= '2021-11-14'),-1825.6230427671908,-1825.4733101468698,-1799.570314254864,0.15083223446672556,0.047999511215642665,0.8949117277446437,0.4056376625850664,-0.6807959547518239,0.02014859001471465,0.46042456338628124,0.037,0.2147887323943662,1,0.7681725100837729,NA,FALSE
1,36,dmskw_36_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-11-14'),model_dat_daily %>% filter(coll_date > '2021-11-14' & coll_date <= '2021-11-28'),-1882.6615390500301,-1882.5154520935084,-1856.4627163636414,0.15846623150235573,0.04751762272333852,0.8904190794251585,0.40467575080151136,-0.04750286010351368,0.051572126647855154,0.4692350661808526,-0.407,0.21305841924398625,0.9285714285714286,0.7710771520011337,0.6363636363636364,FALSE
1,37,dmskw_37_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-11-28'),model_dat_daily %>% filter(coll_date > '2021-11-28' & coll_date <= '2021-12-12'),-1925.8280173390344,-1925.6854027380157,-1899.4865733366423,0.15630382737705628,0.047613774534840204,0.8921771869305909,0.4058558642541162,-0.08790220936990334,0.06164224810293936,0.47410163419662515,-0.798,0.20973154362416108,0.9285714285714286,0.7723592342342342,0.8484848484848484,FALSE
1,38,dmskw_38_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-12-12'),model_dat_daily %>% filter(coll_date > '2021-12-12' & coll_date <= '2021-12-26'),-1963.3745438144892,-1963.1884973028614,-1932.4803311143178,0.16443973871855744,0.047847455475149396,0.9140500794440508,0.40515609155020343,-0.6440053554016574,0.05572207770815481,0.4795110614049549,-0.16,0.22131147540983606,0.9285714285714286,0.7727526911785265,0.9583333333333333,FALSE
1,39,dmskw_39_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2021-12-26'),model_dat_daily %>% filter(coll_date > '2021-12-26' & coll_date <= '2022-01-09'),-2008.405500708127,-2008.2236825263087,-1977.352448129541,0.16525564126129977,0.04786093017607063,0.9011392776430642,0.40624109685148163,-1.1613115570788448,0.09084856406184932,0.4716906284588431,0.451,0.21794871794871795,0.7142857142857143,0.7749246577455952,1,FALSE
1,40,dmskw_40_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-01-09'),model_dat_daily %>% filter(coll_date > '2022-01-09' & coll_date <= '2022-01-23'),-2028.3616057064373,-2028.1838279286596,-1997.1532377230237,0.17960861501936387,0.04882389653518797,0.8911232354392605,0.4073036816644129,-3.9510094775981095,0.10594722300868921,0.4917409331213016,-0.156,0.21630094043887146,0.5714285714285714,0.7798062519709871,0.6923076923076923,FALSE
1,41,dmskw_41_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-01-23'),model_dat_daily %>% filter(coll_date > '2022-01-23' & coll_date <= '2022-02-06'),-2036.9286161467103,-2036.754703103232,-2005.5683042132237,0.15541423965147627,0.05020018576857446,0.9073492385936639,0.4128541108547899,-1.9815510699199472,0.08915941727169718,0.46458377848581833,0.077,0.21012269938650308,0.7142857142857143,0.7727144270170977,0.5384615384615384,FALSE
1,42,dmskw_42_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-02-06'),model_dat_daily %>% filter(coll_date > '2022-02-06' & coll_date <= '2022-02-20'),-2058.583312189758,-2058.4130994238003,-2027.074284495976,0.16541540758230933,0.051050904795084846,0.8783060066363777,0.4160642418790606,-0.4566770260506883,0.04043598094177911,0.4840135709245394,-0.591,0.2042042042042042,1,0.7754230408428344,NA,FALSE
1,43,dmskw_43_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-02-20'),model_dat_daily %>% filter(coll_date > '2022-02-20' & coll_date <= '2022-03-06'),-2107.8229717138065,-2107.65630504714,-2076.1683221266157,0.18017861955635184,0.050838441760932745,0.860113886545159,0.4119036847809659,-0.018664398598442045,0.04472858886751813,0.5003114246021231,0.393,0.20147058823529412,1,0.7825400532890412,0.5151515151515151,FALSE
1,44,dmskw_44_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-03-06'),model_dat_daily %>% filter(coll_date > '2022-03-06' & coll_date <= '2022-03-20'),-2154.7856715793105,-2154.622406273188,-2122.988367855763,0.1875619840859285,0.05071851573456579,0.8543972855515749,0.40978864241706653,-0.6549459986308293,0.038519485859555475,0.5094408159342154,0.943,0.20605187319884727,1,0.7830701236988361,0.9583333333333334,FALSE
1,45,dmskw_45_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-03-20'),model_dat_daily %>% filter(coll_date > '2022-03-20' & coll_date <= '2022-04-03'),-2205.1934444053495,-2205.033444405349,-2173.2563357494937,0.18375815566207598,0.05048063195215514,0.8564234813678024,0.41029676222347444,-8.091568734631498,0.053390935313934,0.5050628156077773,0.385,0.20056497175141244,1,0.7810077674088147,NA,FALSE
1,46,dmskw_46_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-04-03'),model_dat_daily %>% filter(coll_date > '2022-04-03' & coll_date <= '2022-04-17'),-2249.0740652508975,-2248.9172025057997,-2216.999889278648,0.17734583904734058,0.050480692619834476,0.8439060017215979,0.4092527952508458,-3.028862886971873,0.04499111048440361,0.4904759650500186,0.081,0.18975069252077562,1,0.7813744523139018,0.6153846153846154,FALSE
1,47,dmskw_47_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-04-17'),model_dat_daily %>% filter(coll_date > '2022-04-17' & coll_date <= '2022-05-01'),-2296.7816251624376,-2296.6277790085915,-2264.573014331336,0.17532951649400086,0.050349680429418495,0.8447733390937489,0.40881038333999237,-0.6554692921165868,0.035990443080423,0.4865335616139783,-0.31,0.17798913043478262,1,0.7822517505244188,0.7692307692307693,FALSE
1,48,dmskw_48_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-05-01'),model_dat_daily %>% filter(coll_date > '2022-05-01' & coll_date <= '2022-05-15'),-2347.8582314944792,-2347.707288098253,-2315.517719048767,0.17371617750859059,0.05011120277851607,0.8424125440477235,0.4078478278955331,-2.864385661704913,0.02654413235747421,0.4836082118812518,-0.662,0.17733333333333334,1,0.7821377979940348,NA,FALSE
1,49,dmskw_49_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-05-15'),model_dat_daily %>% filter(coll_date > '2022-05-15' & coll_date <= '2022-05-29'),-2402.334230911448,-2402.1860827632995,-2369.8642563872822,0.17446070265388058,0.04977168140526415,0.839683513003842,0.4116655743782523,-10.951056118232076,0.04275335938426872,0.4828111237473143,0.218,0.17539267015706805,1,0.786137273895152,NA,FALSE
1,50,dmskw_50_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-05-29'),model_dat_daily %>% filter(coll_date > '2022-05-29' & coll_date <= '2022-06-12'),-2451.0823905280226,-2450.9369359825682,-2418.485304858774,0.17102331748381805,0.04962891185456704,0.8304390642586849,0.4129031501839763,-0.22229337193049759,0.06926619569633144,0.4758848637600089,-0.196,0.17223650385604114,0.7857142857142857,0.7754387241445458,0.5416666666666667,FALSE
1,51,dmskw_51_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-06-12'),model_dat_daily %>% filter(coll_date > '2022-06-12' & coll_date <= '2022-06-26'),-2482.674149904824,-2482.5312927619666,-2449.952220162123,0.1676917925691349,0.05003053756685231,0.833919302670348,0.4166309164194643,0.0654186003613515,0.022300129748391198,0.4765765858960459,0.67,0.1717171717171717,1,0.77329731384794,0.9183673469387755,FALSE
1,52,dmskw_52_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-06-26'),model_dat_daily %>% filter(coll_date > '2022-06-26' & coll_date <= '2022-07-10'),-2538.1102427499377,-2537.969891872745,-2505.265656552391,0.16798090985693315,0.04968096223545774,0.8274452716056702,0.4149848288343469,-0.03498541070873484,0.04199580877494065,0.47862943175962913,-0.393,0.16997518610421836,0.9285714285714286,0.7713568612958857,0.675,FALSE
1,53,dmskw_53_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-07-10'),model_dat_daily %>% filter(coll_date > '2022-07-10' & coll_date <= '2022-07-24'),-2586.469410823949,-2586.3314797894664,-2553.5042804421414,0.16605060305474395,0.04955903900354021,0.8369186034272836,0.414682689113362,-0.0871706488889541,0.038652184193441144,0.47462197404418793,0.204,0.1719512195121951,0.9285714285714286,0.7691101190476191,0.6666666666666667,FALSE
1,54,dmskw_54_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-07-24'),model_dat_daily %>% filter(coll_date > '2022-07-24' & coll_date <= '2022-08-07'),-2636.4425521472954,-2636.306958926956,-2603.358918330784,0.1642219663030231,0.049393676501492526,0.8479712693220254,0.41477392276542796,-0.20818118296597632,0.004667339928258429,0.47617773240768424,-0.02,0.16906474820143885,1,0.7670214295987343,NA,FALSE
1,55,dmskw_55_,,gr_roll,growing,(sm_mean_ct + sm_skew_ct) + var_era,model_dat_daily %>% filter(coll_date <= '2022-08-07'),model_dat_daily %>% filter(coll_date > '2022-08-07' & coll_date <= '2022-08-21'),-2694.9242355852693,-2694.790902251936,-2661.724071134726,0.16469007434670824,0.048987917317325505,0.8569696223385982,0.41387402386311456,-0.4855628564403611,0.010666564269803513,0.480319968064099,-0.209,0.1804245283018868,1,0.7688193575302461,0.6666666666666667,FALSE
